ID,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration
15333,Progressive Direct Insurance Company,7012280,2018-11-08,2018-12-06,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,28
15334,Merrimack Mutual Fire Insurance Company,7021718,2019-08-08,2019-08-14,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,No Action Necessary,0,Closed,6
15336,Plymouth Rock Assurance Corporation,7007430,2018-01-17,2018-01-29,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Company Position Substantiated,Contract Violation,0,Closed,12
15337,New London County Mutual Insurance Company,7015600,2018-08-20,2018-10-09,Homeowners,Homeowners,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,50
15339,Atain Specialty Insurance Company,7019923,2019-04-04,2019-05-13,General,Liability,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,39
15341,CSAA Fire & Casualty Insurance Company,7019339,2019-03-27,2019-04-10,Homeowners,Homeowners,Underwriting,Premium & Rating,Company Position Substantiated,Justified,242,Closed,14
15343,GEICO Indemnity Company,7051565,2023-02-09,2023-02-17,Individual Private Passenger,Comprehensive,Claim Handling,Claim Delay,Company Position Substantiated,Voluntary Reconsideration,0,Closed,8
15344,American Modern Property and Casualty Insurance Company,7011127,2021-07-12,2021-08-02,Mobile Homeowner,Mobile Home,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,21
15348,"ConnectiCare Benefits, Inc.",7011477,2021-06-22,2021-07-12,Individual,Exchange&ndash;Individual Health,Claim Handling,UR Time Delay,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,20
15350,Hanover American Insurance Company,7004451,2020-10-30,2020-11-18,Individual Private Passenger,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Other [Enter Disposition],0,Closed,19
15351,USAA Casualty Insurance Company,7005889,2018-02-05,2018-03-15,Individual Private Passenger,Physical Damage,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Company Position Upheld,0,Closed,38
15352,Hartford Casualty Insurance Company,7013491,2019-01-18,2019-01-23,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,No Jurisdiction,Company Position Upheld,0,Closed,5
15353,CSAA Fire & Casualty Insurance Company,7003710,2020-09-14,2020-11-10,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,No Action Necessary,0,Closed,57
15356,Progressive Direct Insurance Company,7014449,2019-02-04,2019-02-22,Individual Private Passenger,Liability,Marketing & Sales,Misrepresentation,Company Position Substantiated,Justified,0,Closed,18
15357,Dairyland Insurance Company,7020596,2019-07-25,2019-08-08,Individual Private Passenger,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Justified,0,Closed,14
15358,Central Mutual Insurance Company,7043447,2022-03-01,2022-08-24,Individual Private Passenger,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,176
15359,Esurance Insurance Company,7046304,2022-07-05,2022-07-26,Individual Private Passenger,Liability,Claim Handling,Claim Delays,Company Position Substantiated,Claim Paid,837.06,Closed,21
15360,"Oxford Health Plans (CT), Inc",7019445,2019-07-11,2019-09-03,Group,Health Only,Claim Handling,Claim Delay,Company Position Substantiated,Claim Paid With Interest,4061.82,Closed,54
15361,Ohio Security Insurance Company,7011057,2021-06-14,2021-06-23,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,9
15362,Charter Oak Fire Insurance Company (The),7041964,2022-01-10,2022-04-20,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,100
15363,"Oxford Health Plans (CT), Inc",7003499,2020-08-04,2020-08-14,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,10
15364,Standard Fire Insurance Company (The),7051416,2023-02-05,2023-02-07,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,No Jurisdiction,Policy not written in CT,0,Closed,2
15365,Allstate Indemnity Company,7045348,2022-05-19,2022-06-30,Individual Private Passenger,Collision,Underwriting,Premium & Rating,Company Position Substantiated,Company Position Upheld,0,Closed,42
15366,Kemper Independence Insurance Company,7011107,2021-07-09,2021-07-23,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,Company Position Upheld,0,Closed,14
15367,Plymouth Rock Assurance Corporation,7018341,2019-12-09,2020-01-06,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Unjustified,0,Closed,28
15369,GEICO General Insurance Company,7054745,2023-05-31,2023-06-09,Individual Private Passenger,Rental Reimbursement,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,9
15370,CSAA Fire & Casualty Insurance Company,7042247,2022-01-20,2022-03-25,Homeowners,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,64
15371,National Indemnity Company,7054588,2023-05-24,2023-06-09,Commercial,Collision,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,16
15372,Liberty Mutual Fire Insurance Company,7014866,2018-08-08,2018-09-04,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,27
15377,American Modern Property and Casualty Insurance Company,7007539,2021-09-14,2021-09-30,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,16
15378,Imperium Insurance Company,7011203,2021-05-06,2021-06-07,General,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,32
15379,Praetorian Insurance Company,7001132,2020-03-19,2020-04-29,Individual Private Passenger,Liability,Claim Handling,Claim Delay,No Jurisdiction,Company Position Upheld,0,Closed,41
15380,Liberty Mutual Fire Insurance Company,7013361,2018-10-11,2018-10-24,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,13
15384,Independent Order of Foresters,7016044,2018-04-05,2018-05-02,Individual Life,Liability,Marketing & Sales,High Pressure Tactics,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,27
15385,Allstate Fire and Casualty Insurance Company,7043550,2022-03-07,2022-05-03,Individual Private Passenger,Liability,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,57
15387,SAFECO Insurance Company of Illinois,7048555,2022-10-11,2022-11-16,Individual Private Passenger,Liability,Claim Handling,Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,36
15391,Liberty Mutual Personal Insurance Company,7046071,2022-06-23,2022-08-02,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Overturned,Refer&ndash;Judicial/Attorney,0,Closed,40
15395,Progressive Direct Insurance Company,7020016,2019-07-19,2019-08-13,Individual Private Passenger,Liability,Claim Handling,Steering,Company Position Substantiated,Company Position Upheld,0,Closed,25
15396,Esurance Insurance Company,7004996,2020-12-07,2021-01-06,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,955.69,Closed,30
15397,GEICO Indemnity Company,7006557,2021-10-14,2021-12-08,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,55
15398,United States Fire Insurance Company,7021484,2019-07-03,2019-10-07,Travel,Liability,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,96
15400,"ConnectiCare Insurance Company, Inc",7007363,2021-10-28,2022-03-29,Group,Health Only,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,1159.82,Closed,152
15404,"ConnectiCare Benefits, Inc.",7049773,2022-11-30,2022-12-12,Individual,A & H,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0,Closed,12
15405,Standard Fire Insurance Company (The),7042076,2022-01-14,2022-04-06,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,Claim Paid,0,Closed,82
15408,LM General Insurance Company,7001129,2020-03-19,2020-05-07,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,49
15416,Hartford Fire Insurance Company,7051551,2023-02-09,2023-03-02,Individual Private Passenger,Liability,PolicyHolder Service,Premium/Notice,No Jurisdiction,Policy not written in CT,0,Closed,21
15417,Progressive Direct Insurance Company,7008002,2018-01-24,2018-02-26,Individual Private Passenger,Physical Damage,Claim Handling,Claim Procedure,Claim Settled,Company Position Upheld,0,Closed,33
15420,Garrison Property and Casualty Insurance Company,7049119,2022-11-03,2022-11-21,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Justified,0,Closed,18
15421,Transamerica Life Insurance Company,7053344,2023-04-11,2023-06-12,Individual,Long Term Care,PolicyHolder Service,Coverage Question,No Action Requested/Required,Satisfactory Explanation,0,Closed,62
15422,Truck Insurance Exchange,7053493,2023-04-18,2023-06-12,Condo/Townhome,Liability,Claim Handling,Adjuster Handling,Company Position Substantiated,Corrective Action,0,Closed,55
15423,American Family Life Assurance Company of Columbus,7018977,2019-09-26,2019-10-01,Individual,Disability Income,Claim Handling,Claim Denial,Company Position Substantiated,No Action Necessary,0,Closed,5
15424,Amica Mutual Insurance Company,7015888,2018-06-04,2018-07-13,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Company Position Upheld,0,Closed,39
15425,Homesite Insurance Company,7003430,2020-07-29,2020-08-12,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,14
15426,RepWest Insurance Company,7007904,2021-09-17,2021-10-01,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,14
15427,Liberty Mutual Fire Insurance Company,7007009,2018-01-10,2018-01-16,Homeowners,Homeowners,Marketing & Sales,Misleading Advertising,Company Position Substantiated,No Action Necessary,0,Closed,6
15428,Kemper Independence Insurance Company,7033689,2020-03-16,2020-04-15,Individual Private Passenger,Physical Damage,Claim Handling,Diminished Value,No Jurisdiction,Company Position Upheld,0,Closed,30
15434,"Oxford Health Plans (CT), Inc",7051193,2023-01-26,2023-03-02,Group,Health Only,Claim Handling,Claim Denial,Company Position Substantiated,Voluntary Reconsideration,457.38,Closed,35
15435,"Anthem Health Plans, Inc",7001000,2020-03-11,2020-04-15,Group,Health Only,Claim Handling,Claim Denial,Insufficient Information,Company Position Upheld,0,Closed,35
15436,Allstate Fire and Casualty Insurance Company,7054143,2023-05-09,2023-06-12,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0,Closed,34
15437,"Anthem Health Plans, Inc",7014822,2018-05-15,2018-06-08,Individual,Dental,Underwriting,No Subreason,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,24
15439,Liberty Mutual Insurance Company,7047667,2022-09-01,2022-09-02,Individual Private Passenger,Liability,Marketing & Sales,Duplicate Coverage,Company Position Substantiated,Company Position Upheld,0,Closed,1
15440,TIAA&ndash;CREF Life Insurance Company,7045591,2022-05-31,2022-06-06,Individual Annuities,Fixed,PolicyHolder Service,Delays/No Response,No Jurisdiction,Policy not written in CT,0,Closed,6
15442,"Anthem Health Plans, Inc",7003493,2020-08-03,2020-08-24,Individual,Dental,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,21
15443,"Technology Insurance Company, Inc.",7002750,2020-06-08,2020-06-22,General,Liability,Claim Handling,Claim Delay,Company Position Substantiated,No Action Necessary,0,Closed,14
15444,GEICO General Insurance Company,7048172,2022-09-24,2022-10-05,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,Company Position Upheld,0,Closed,11
15447,Progressive Casualty Insurance Company,7007077,2018-02-21,2018-03-20,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,Company Position Upheld,0,Closed,27
15448,"Anthem Health Plans, Inc",7007549,2021-11-01,2021-11-03,A & H,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Record Only,0,Closed,2
15449,Truck Insurance Exchange,7018988,2019-09-26,2019-10-30,Individual Private Passenger,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Unjustified,0,Closed,34
15450,Liberty Mutual Fire Insurance Company,7020649,2019-09-10,2019-10-01,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,21
15452,GEICO General Insurance Company,7007215,2018-01-12,2018-02-13,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Questionable,0,Closed,32
15453,"Harvard Pilgrim Health Care, Inc.",7052243,2023-03-03,2023-03-14,Group,Health Only,Claim Handling,Claim Denial,Company Position Overturned,Voluntary Reconsideration,0,Closed,11
15454,Liberty Mutual Personal Insurance Company,7010565,2021-08-06,2021-09-08,Individual Private Passenger,Liability,Marketing & Sales,High Pressure Tactics,Company Position Substantiated,Company Position Upheld,0,Closed,33
15456,Aetna Life Insurance Company,7012759,2019-03-05,2019-03-15,A & H,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,No Action Necessary,0,Closed,10
15458,Liberty Mutual Fire Insurance Company,7002831,2020-07-10,2020-07-24,Homeowners,Homeowners,Claim Handling,Claim Procedure,Company Position Substantiated,Justified,7872.68,Closed,14
15460,Allstate Insurance Company,7048061,2022-09-20,2022-10-12,Individual Private Passenger,Liability,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,22
15461,CSAA Fire & Casualty Insurance Company,7013684,2019-02-25,2019-03-01,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Company Position Substantiated,Justified,277.83,Closed,4
15462,"Anthem Health Plans, Inc",7047070,2022-08-08,2022-09-22,Individual Private Passenger,Liability,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Company Position Upheld,0,Closed,45
15463,Motor Club Insurance Company,7051116,2023-01-24,2023-02-14,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,21
15464,Steadfast Insurance Company,7011706,2021-01-27,2021-03-03,Commercial Multi&ndash;Peril,Commercial Multi&ndash;Peril,Claim Handling,Claim Denial,Company Position Substantiated,Justified,1001.82,Closed,35
15465,Liberty Mutual Fire Insurance Company,7002269,2020-06-01,2020-06-10,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,No Action Necessary,0,Closed,9
15467,United Services Automobile Association,7018106,2019-10-11,2019-12-04,Individual Private Passenger,Liability,Underwriting,Cancellation,Company Position Substantiated,Company Position Upheld,0,Closed,54
15468,State Farm Fire & Casualty Company,7000202,2020-01-06,2020-01-16,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,10
15471,Selective Insurance Company of South Carolina,7021035,2019-04-23,2019-05-07,Workers&squo; Compensation,Liability,Marketing & Sales,Misappropriation of Premium,Company Position Substantiated,Company Position Upheld,0,Closed,14
15472,Liberty Insurance Corporation,7016153,2018-07-17,2018-08-08,Homeowners,Homeowners,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,22
15473,Arbella Indemnity Insurance Company,7050563,2023-01-06,2023-02-27,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Claim Settled,Justified,9768.69,Closed,52
15474,Progressive Casualty Insurance Company,7011241,2021-05-10,2021-05-27,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,17
15475,"ConnectiCare Benefits, Inc.",7048205,2022-09-26,2022-10-24,A & H,Health Only,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Company Position Upheld,0,Closed,28
15476,Progressive Direct Insurance Company,7054475,2023-05-19,2023-06-12,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Company Position Substantiated,Corrective Action,0,Closed,24
15477,Ohio Mutual Insurance Company,7040710,2021-11-09,2021-12-27,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Claim Paid,0,Closed,48
15478,Allstate Fire and Casualty Insurance Company,7019714,2019-04-01,2019-05-17,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Justified,0,Closed,46
15480,Liberty Mutual Fire Insurance Company,7011048,2021-05-06,2021-05-20,Homeowners,Homeowners,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Justified,0,Closed,14
15483,Liberty Mutual Fire Insurance Company,7010290,2021-06-02,2021-06-21,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,19
15485,Greenwich Insurance Company,7051638,2023-02-12,2023-03-10,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,26
15486,Covenant Insurance Company,7020923,2019-06-24,2019-07-15,Individual Private Passenger,Liability,Underwriting,No Subreason,Company Position Substantiated,Company Position Upheld,0,Closed,21
15487,Ohio Mutual Insurance Company,7048742,2022-10-19,2022-11-02,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Claim Paid,0,Closed,14
15489,Progressive Direct Insurance Company,7043267,2022-02-23,2022-06-17,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Company Position Upheld,0,Closed,114
15490,"Anthem Health Plans, Inc",7017686,2018-08-06,2018-08-20,Group,Health Only,Claim Handling,Claim Procedure,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,14
15491,Palisades Insurance Company,7043310,2022-02-24,2022-04-12,Individual Private Passenger,Comprehensive,Claim Handling,Unsatisfactory Settlement,Claim Settled,Claim Paid,0,Closed,47
15495,"Anthem Health Plans, Inc",7054855,2023-06-05,2023-06-12,A & H,Health Only,Claim Handling,Claim Handling Other,Company Position Substantiated,Provider Issue,0,Closed,7
15498,Liberty Mutual Fire Insurance Company,7043571,2022-03-07,2022-04-14,Homeowners,Liability,Claim Handling,Unsatisfactory Offer,Company Position Substantiated,Company Position Upheld,0,Closed,38
15499,"Anthem Health Plans, Inc",7055006,2023-06-09,2023-06-12,Group,Health Only,Claim Handling,Medical Necessity,Company Position Overturned,Coverage Granted,0,Closed,3
15500,United Concordia Insurance Company,7044545,2022-04-20,2022-04-26,A & H,A & H,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,6
15502,New London County Mutual Insurance Company,7014323,2018-10-24,2018-11-14,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,21
15504,Amica Mutual Insurance Company,7001168,2020-03-20,2020-03-31,Homeowners,Homeowners,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,11
15508,"Anthem Health Plans, Inc",7053665,2023-04-24,2023-06-12,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0,Closed,49
15509,Stewart Title Guaranty Company,7018933,2019-11-12,2019-11-26,Title,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,14
15511,Allstate Insurance Company,7008059,2018-02-14,2018-03-02,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,16
15512,Government Employees Insurance Company,7013565,2018-10-15,2018-10-31,Individual Private Passenger,Liability,Underwriting,Premium & Rating,Compromised Settlement/Resolution,Company Position Upheld,424.91,Closed,16
15513,"Anthem Health Plans, Inc",7000956,2020-02-11,2020-06-01,Individual,Medicare Supplement(Policies or Certs),PolicyHolder Service,Unsatisfactory Refund of Premium,Company Position Substantiated,Company Position Upheld,0,Closed,111
15514,New London County Mutual Insurance Company,7007141,2021-10-25,2021-12-20,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Claim Paid,0,Closed,56
15516,Allstate Fire and Casualty Insurance Company,7008690,2021-09-29,2021-11-30,Individual Private Passenger,Commercial Auto,Claim Handling,Adjuster Handling,Compromised Settlement/Resolution,Corrective Action,0,Closed,62
15517,Hanover Insurance Company (The),7007166,2021-10-26,2021-12-02,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0,Closed,37
15518,Standard Fire Insurance Company (The),7008702,2021-09-29,2021-10-21,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,22
15519,Cigna Health and Life Insurance Company,7045917,2022-06-16,2022-07-14,Individual,Dental,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,28
15520,Connecticut Interlocal Risk Management Agency (CIRMA),7007375,2021-10-29,2021-11-16,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,18
15522,American Commerce Insurance Company,7016165,2018-07-17,2018-08-02,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,16
15523,Allstate Property and Casualty Insurance Company,7049194,2022-11-07,2022-11-18,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Additional Money Received,610,Closed,11
15526,"Sentinel Insurance Company, Ltd",7001039,2020-03-12,2020-04-02,Individual Private Passenger,Physical Damage,Claim Handling,Claim Procedure,Company Position Substantiated,Company Position Upheld,0,Closed,21
15527,Old Dominion Insurance Company,7009032,2021-07-01,2021-07-20,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,No Jurisdiction,Company Position Upheld,0,Closed,19
15528,Prudential Insurance Company of America,7000502,2020-02-07,2020-03-16,Individual,Long Term Care,Claim Handling,Claim Denial,Company Position Substantiated,Furnished Information,0,Closed,38
15529,"Anthem Health Plans, Inc",7048566,2022-10-11,2022-10-21,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Company Position Upheld,0,Closed,10
15530,Capitol Specialty Insurance Corporation,7011208,2021-05-06,2021-05-24,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,18
15531,"Oxford Health Plans (CT), Inc",7003906,2020-09-28,2020-10-14,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Company Position Upheld,237.92,Closed,16
15532,Delaware Life Insurance Company,7012518,2019-01-04,2019-01-23,Individual Annuities,Liability,Marketing & Sales,Misrepresentation,Company Position Substantiated,Justified,12223.1,Closed,19
15533,LM General Insurance Company,7048985,2022-10-28,2022-12-07,Individual Private Passenger,Collision,Claim Handling,Claim Procedure,Company Position Substantiated,Claim Paid,0,Closed,40
15534,Liberty Mutual Insurance Company,7011531,2021-01-26,2021-02-05,Individual Private Passenger,Liability,Claim Handling,Diminished Value,Claim Settled,Company Position Upheld,8297,Closed,10
15535,New London County Mutual Insurance Company,7018877,2019-11-07,2019-11-29,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,22
15537,GEICO General Insurance Company,7000537,2020-01-17,2020-02-25,Individual Private Passenger,Physical Damage,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Justified,0,Closed,39
15538,American General Life Insurance Company,7002480,2020-06-17,2020-07-14,Individual Annuities,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Unjustified,0,Closed,27
15539,USAA General Indemnity Company,7047737,2022-09-07,2022-09-22,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0,Closed,15
15540,Allstate Fire and Casualty Insurance Company,7005385,2021-01-08,2021-01-26,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Justified,1408.59,Closed,18
15544,New London County Mutual Insurance Company,7004370,2020-10-27,2021-02-16,Homeowners,Homeowners,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Corrective Action,0,Closed,112
15545,GEICO General Insurance Company,7009137,2021-04-06,2021-04-27,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,21
15547,"Oxford Health Plans (CT), Inc",7003311,2020-08-18,2020-09-02,Group,Health Only,Claim Handling,Eligibility of Provider,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,210,Closed,15
15548,Progressive Direct Insurance Company,7018848,2019-11-06,2019-12-10,Individual Private Passenger,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0,Closed,34
15549,Massachusetts Bay Insurance Company,7019337,2019-03-26,2019-04-18,Homeowners,Homeowners,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,23
15553,Progressive Direct Insurance Company,7007907,2021-09-17,2021-10-27,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Company Position Substantiated,Unjustified,697.23,Closed,40
15554,Everest National Insurance Company,7015746,2018-07-09,2018-07-25,Commercial,Commercial Auto,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,16
15556,GEICO General Insurance Company,7041760,2021-12-29,2022-04-14,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,Claim Paid,0,Closed,106
15558,Progressive Direct Insurance Company,7009249,2021-02-04,2021-03-15,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,39
15565,Progressive Casualty Insurance Company,7002949,2020-07-23,2020-08-13,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,Company Position Upheld,0,Closed,21
15566,State Farm Fire & Casualty Company,7054644,2023-05-25,2023-06-12,Homeowners,Hazard,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Company Position Upheld,0,Closed,18
15568,Allstate Insurance Company,7049604,2022-11-21,2023-01-17,Individual Private Passenger,Liability,Claim Handling,Prompt Pay,Complaint Withdrawn,Company Position Upheld,0,Closed,57
15571,GEICO General Insurance Company,7010767,2021-07-22,2021-09-08,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,48
15573,State Farm Fire & Casualty Company,7020968,2019-07-30,2019-08-13,Condo/Townhome,Liability,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,14
15576,Allstate Fire and Casualty Insurance Company,7019926,2019-04-05,2019-04-16,Individual Private Passenger,Liability,Marketing & Sales,Misappropriation of Premium,Company Position Substantiated,Policy Issued,0,Closed,11
15579,Hartford Life and Accident Insurance Company,7040751,2021-11-10,2021-11-18,A & H,Disability Income,Claim Handling,Claim Denial,No Jurisdiction,No Authority,0,Closed,8
15580,Standard Fire Insurance Company (The),7033703,2020-08-07,2020-11-20,Individual Private Passenger,Physical Damage,Claim Handling,Diminished Value,No Jurisdiction,Company Position Upheld,0,Closed,105
15582,State Farm Mutual Automobile Insurance Company,7051845,2023-02-17,2023-03-02,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,Company Position Substantiated,Claim Paid,0,Closed,13
