ID,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration
5261,State Farm Fire & Casualty Company,7054725,31 05 2023,23 06 2023,Condo/Townhome,Liability,Marketing & Sales,Fraud/Forgery,Referred to Other Division for Possible Disciplinary Action,Company Position Upheld,0,Closed,23
5262,New South Insurance Company,7054822,2 06 2023,23 06 2023,Individual Private Passenger,Collision,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,21
5265,"ConnectiCare Benefits, Inc.",7046257,2 07 2022,25 08 2022,Individual,Health Only,Underwriting,Cancellation,Company Position Substantiated,Corrective Action,0,Closed,54
5268,GEICO Indemnity Company,7007255,28 02 2018,20 03 2018,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Procedure,Company Position Substantiated,Justified,0,Closed,20
5274,General Insurance Company of America,7046531,14 07 2022,25 08 2022,Homeowners,Hazard,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Refer To Appraisal,0,Closed,42
5275,"Anthem Health Plans, Inc",7047180,11 08 2022,25 08 2022,Group,A & H,Claim Handling,Claim Handling Other,Claim Settled,Provider Issue,0,Closed,14
5277,American Strategic Insurance Corp.,7052106,27 02 2023,12 05 2023,Homeowners,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0,Closed,74
5279,"ConnectiCare Insurance Company, Inc",7002666,1 07 2020,10 08 2020,Group,Health Only,Claim Handling,Participating Provider Availability/Timely Access to Care,Company Position Substantiated,Corrective Action,5653,Closed,40
5280,Reliance Standard Life Insurance Company,7053197,5 04 2023,10 04 2023,Group Life,Term,Claim Handling,Unsatisfactory Settlement/Offer,No Jurisdiction,Policy not written in CT,0,Closed,5
5287,"Anthem Health Plans, Inc",7046595,18 07 2022,25 08 2022,Individual,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0,Closed,38
5294,Selective Insurance Company of America,7046489,13 07 2022,25 08 2022,Commercial Multi&ndash;Peril,Business Interruption,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Contract Provision,0,Closed,43
5312,"Anthem Health Plans, Inc",7003996,2 10 2020,16 10 2020,Group,Health Only,Claim Handling,Claim Procedure,Company Position Substantiated,Furnished Information,0,Closed,14
5321,"ConnectiCare Insurance Company, Inc",7040906,16 11 2021,28 12 2022,Group,A & H,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Claim Paid,775.76,Closed,407
5322,General Star Indemnity Company,7050357,27 12 2022,28 12 2022,Homeowners,Hazard,Claim Handling,Adjuster Handling,No Jurisdiction,No Authority,0,Closed,1
5325,"Anthem Health Plans, Inc",7000869,2 03 2020,18 03 2020,Individual,Exchange&ndash;Individual Health,Underwriting,Cancellation,Company Position Substantiated,No Action Necessary,0,Closed,16
5326,Liberty Mutual Personal Insurance Company,7052410,9 03 2023,10 04 2023,Homeowners,Hazard,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,32
5329,Genworth Life Insurance Company,7048798,21 10 2022,28 12 2022,Individual,A & H,Underwriting,Premium/Rate Increase,Company Position Substantiated,Furnished Information,0,Closed,68
5330,LM General Insurance Company,7046943,1 08 2022,16 08 2022,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Denial,Company Position Substantiated,Voluntary Reconsideration,0,Closed,15
5332,Travelers Personal Insurance Company,7049954,8 12 2022,28 12 2022,Homeowners,Liability,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Justified,687.5,Closed,20
5336,"Anthem Health Plans, Inc",7004656,16 11 2020,13 04 2021,Individual,Exchange&ndash;Individual Health,Claim Handling,Participating Provider Availability/Timely Access to Care,Compromised Settlement/Resolution,Company Position Upheld,4322,Closed,148
5344,"Anthem Health Plans, Inc",7001189,23 03 2020,23 03 2020,A & H,Liability,Claim Handling,Eligibility of Provider,Company Position Substantiated,Furnished Information,0,Closed,0
5350,Cigna Health and Life Insurance Company,7047016,4 08 2022,25 08 2022,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0,Closed,21
5353,"Anthem Health Plans, Inc",7001197,23 03 2020,2 04 2020,A & H,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Furnished Information,0,Closed,10
5355,Federated Mutual Insurance Company,7008126,22 09 2021,25 08 2022,Commercial Multi&ndash;Peril,Liability,Underwriting,Nonrenewal,Company Position Substantiated,Non&ndash;Renewal Upheld,0,Closed,337
5359,"ConnectiCare Insurance Company, Inc",7003075,15 07 2020,14 10 2020,Individual,Health Only,Claim Handling,Participating Provider Availability/Timely Access to Care,Claim Settled,Company Position Upheld,0,Closed,91
5369,Progressive Direct Insurance Company,7017786,2 05 2018,21 09 2018,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,142
5371,New Jersey Manufacturers Insurance Company,7052871,23 03 2023,10 04 2023,Individual Private Passenger,Liability,Claim Handling,Diminished Value,Company Position Substantiated,Enter Arbitration,0,Closed,18
5372,"Anthem Health Plans, Inc",7001089,16 03 2020,2 04 2020,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Furnished Information,0,Closed,17
5378,"Anthem Health Plans, Inc",7049374,14 11 2022,28 12 2022,A & H,Health Only,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0,Closed,44
5379,State Farm Mutual Automobile Insurance Company,7052713,16 03 2023,12 05 2023,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,57
5380,"ConnectiCare Benefits, Inc.",7046778,25 07 2022,25 08 2022,Individual,Health Only,Claim Handling,UR Procedure,Company Position Substantiated,Company Position Upheld,0,Closed,31
5382,"Anthem Health Plans, Inc",7004427,29 10 2020,12 11 2020,A & H,Liability,Claim Handling,Eligibility of Provider,Company Position Substantiated,Furnished Information,0,Closed,14
5392,Progressive Casualty Insurance Company,7052818,21 03 2023,10 04 2023,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,20
5393,Narragansett Bay Insurance Company,7049185,7 11 2022,28 12 2022,Dwelling Fire,Property/Other,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Questionable,21564.67,Closed,51
5397,Lincoln National Life Insurance Company (The),7052677,16 03 2023,10 04 2023,Individual Life,Universal,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Contract Provision,0,Closed,25
5400,"Anthem Health Plans, Inc",7046133,27 06 2022,26 08 2022,Individual,Dental,PolicyHolder Service,Continuity of Care,Company Position Substantiated,Company Position Upheld,0,Closed,60
5409,"Homeowners Choice Property & Casualty Insurance Company, Inc.",7046644,19 07 2022,26 08 2022,Homeowners,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,38
5415,Teachers Insurance Company,7052912,27 03 2023,10 04 2023,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,14
5426,"Anthem Health Plans, Inc",7003204,11 08 2020,12 08 2020,Group,Health Only,Claim Handling,Claim Procedure,Company Position Substantiated,No Action Necessary,0,Closed,1
5427,Liberty Mutual Personal Insurance Company,7053550,19 04 2023,12 05 2023,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,23
5429,"Anthem Health Plans, Inc",7006198,12 10 2021,1 11 2021,Individual,Exchange&ndash;Individual Health,Claim Handling,Participating Provider Availability/Timely Access to Care,Company Position Substantiated,Company Position Upheld,0,Closed,20
5431,UnitedHealthcare Insurance Company,7014556,18 12 2018,10 01 2019,A & H,Liability,Claim Handling,Participating Provider Availability/Timely Access to Care,Company Position Substantiated,Company Position Upheld,0,Closed,23
5435,"Anthem Health Plans, Inc",7000547,17 01 2020,14 02 2020,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Justified,337,Closed,28
5443,State Farm Fire & Casualty Company,7053452,14 04 2023,9 05 2023,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,25
5446,Amica Mutual Insurance Company,7053318,11 04 2023,12 05 2023,Homeowners,Liability,Marketing & Sales,Marketing/Sales other,Company Position Substantiated,Company Position Upheld,0,Closed,31
5448,"Anthem Health Plans, Inc",7003561,2 09 2020,2 12 2021,Individual,Exchange&ndash;Individual Health,Underwriting,Premium & Rating,Company Position Substantiated,Furnished Information,0,Closed,456
5451,UnitedHealthcare Life Insurance Company,7042252,20 01 2022,15 02 2022,Group,Health Only,Claim Handling,Participating Provider Availability/Timely Access to Care,Compromised Settlement/Resolution,Claim Paid With Interest,1069.04,Closed,26
5455,"Anthem Health Plans, Inc",7047129,9 08 2022,26 08 2022,Group,Health Only,Claim Handling,Eligibility of Provider,Company Position Substantiated,Contract Provision,0,Closed,17
5458,State Farm Mutual Automobile Insurance Company,7054657,26 05 2023,23 06 2023,Individual Private Passenger,Liability,Underwriting,Cancellation,Company Position Substantiated,Company Position Upheld,0,Closed,28
5460,"Anthem Health Plans, Inc",7004561,15 10 2020,30 10 2020,A & H,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Justified,142,Closed,15
5463,"ConnectiCare Insurance Company, Inc",7045355,19 05 2022,28 12 2022,Group,Health Only,Claim Handling,Claim Delays,Claim Settled,Claim Paid,5.07,Closed,223
5465,Allstate Insurance Company,7053399,13 04 2023,1 05 2023,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),PolicyHolder Service,Coverage Question,Company Position Substantiated,Company Position Upheld,0,Closed,18
5468,"ConnectiCare Benefits, Inc.",7052562,13 03 2023,11 04 2023,Group,Health Only,Claim Handling,Unsatisfactory Settlement,Claim Settled,Claim Paid,36.31,Closed,29
5470,"Anthem Health Plans, Inc",7051905,21 02 2023,11 04 2023,A & H,A & H,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Company Position Upheld,0,Closed,49
5471,GEICO Indemnity Company,7052655,15 03 2023,11 04 2023,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,27
5474,Farmers Direct Property and Casualty Insurance Company,7053396,13 04 2023,17 05 2023,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Delay,Complaint Withdrawn,Company Position Upheld,0,Closed,34
5476,John Hancock Life Insurance Company (USA),7051870,17 02 2023,11 04 2023,Individual Annuities,Fixed,Claim Handling,Claim Procedure,Company Position Substantiated,Contract Provision,0,Closed,53
5477,State Farm Mutual Automobile Insurance Company,7052668,16 03 2023,15 05 2023,Individual Private Passenger,Liability,Underwriting,Excessive Charges,Company Position Substantiated,Justified,0,Closed,60
5478,CSAA Affinity Insurance Company,7052738,17 03 2023,11 04 2023,Individual Private Passenger,Collision,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0,Closed,25
5481,Progressive Direct Insurance Company,7052665,15 03 2023,11 04 2023,Individual Private Passenger,Collision,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0,Closed,27
5482,"National Union Fire Insurance Company of Pittsburgh, PA",7046615,18 07 2022,26 08 2022,Travel,Liability,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,39
5483,Esurance Property & Casualty Insurance Company,7052094,27 02 2023,11 04 2023,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,43
5485,"Anthem Health Plans, Inc",7046830,27 07 2022,26 08 2022,Group,Health Only,Claim Handling,Preventive Care,Company Position Substantiated,Company Position Upheld,308.26,Closed,30
5486,"Harvard Pilgrim Health Care, Inc.",7046273,5 07 2022,26 08 2022,A & H,Liability,Claim Handling,Prompt Pay,Company Position Substantiated,Company Position Upheld,0,Closed,52
5487,Mutual of Omaha Insurance Company,7053374,12 04 2023,15 05 2023,Individual,Limited Benefits,Claim Handling,Claim Delay,Company Position Substantiated,Contract Provision,0,Closed,33
5488,Plymouth Rock Assurance Corporation,7053738,26 04 2023,15 05 2023,Homeowners,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Justified,80149.43,Closed,19
5489,USAA Casualty Insurance Company,7006217,21 12 2017,18 01 2018,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Marketing & Sales,High Pressure Tactics,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,28
5491,"Anthem Health Plans, Inc",7011041,6 05 2021,20 05 2021,A & H,Liability,Claim Handling,Participating Provider Availability/Timely Access to Care,No Action Requested/Required,Company Position Upheld,0,Closed,14
5493,Dearborn Life Insurance Company,7049543,17 11 2022,28 12 2022,Group Life,Term,Claim Handling,Denial,Compromised Settlement/Resolution,Claim Paid,0,Closed,41
5495,"Anthem Health Plans, Inc",7052398,9 03 2023,11 04 2023,A & H,Health Only,Claim Handling,Claim Delay,Claim Settled,Claim Paid,0,Closed,33
5499,Cincinnati Insurance Company (The),7053581,20 04 2023,15 05 2023,Homeowners,Liability,Underwriting,Nonrenewal,Company Position Substantiated,Non&ndash;Renewal Rescinded,0,Closed,25
5502,"Anthem Health Plans, Inc",7045433,23 05 2022,26 08 2022,Group,Small Group,Underwriting,Cancellation,Company Position Substantiated,Furnished Information,0,Closed,95
5504,"Anthem Health Plans, Inc",7046887,28 07 2022,1 08 2022,Individual Private Passenger,Liability,Claim Handling,Participating Provider Availability/Timely Access to Care,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0,Closed,4
5505,"Anthem Health Plans, Inc",7051275,31 01 2023,1 02 2023,A & H,Liability,Claim Handling,Recoupment,Company Position Substantiated,Provider Issue,0,Closed,1
5511,Hanover American Insurance Company,7052757,19 03 2023,15 05 2023,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Voluntary Reconsideration,0,Closed,57
5513,Allstate Fire and Casualty Insurance Company,7011940,21 12 2018,15 01 2019,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,25
5515,"Anthem Health Plans, Inc",7001450,6 04 2020,9 04 2020,Individual,Exchange&ndash;Individual Health,Claim Handling,Claim Procedure,Company Position Substantiated,Furnished Information,0,Closed,3
5517,"Anthem Health Plans, Inc",7003582,3 09 2020,17 12 2020,A & H,Liability,Claim Handling,Mandated Benefit,Company Position Substantiated,Justified,91299.95,Closed,105
5526,"Anthem Health Plans, Inc",7001637,2 04 2020,6 04 2020,A & H,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Furnished Information,0,Closed,4
5537,"Sentinel Insurance Company, Ltd",7053913,1 05 2023,15 05 2023,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,14
5541,Allstate Insurance Company,7052954,27 03 2023,15 05 2023,Individual Private Passenger,Liability,Underwriting,Premium & Rating,Company Position Substantiated,Company Position Upheld,0,Closed,49
5544,CSAA Affinity Insurance Company,7011453,21 06 2021,2 07 2021,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,11
5545,Allstate Fire and Casualty Insurance Company,7015038,9 08 2018,6 09 2018,Individual Private Passenger,Liability,Underwriting,Cancellation,Company Position Substantiated,Company Position Upheld,0,Closed,28
5546,Protective Property & Casualty Insurance Company,7011078,14 06 2021,22 07 2021,Extended Warranty & Service Contracts,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Justified,0,Closed,38
5547,Allstate Fire and Casualty Insurance Company,7000486,6 02 2020,2 03 2020,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Unjustified,0,Closed,25
5548,SAFECO Insurance Company of Illinois,7052404,9 03 2023,11 04 2023,Individual Private Passenger,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Justified,0,Closed,33
5555,"Anthem Health Plans, Inc",7000057,13 01 2020,31 01 2020,Individual,Exchange&ndash;Individual Health,Claim Handling,Coordination of Benefits,Company Position Substantiated,Furnished Information,0,Closed,18
5561,"Anthem Health Plans, Inc",7052056,25 02 2023,15 03 2023,A & H,A & H,PolicyHolder Service,Credentialing Delay,Compromised Settlement/Resolution,Satisfactory Explanation,0,Closed,18
5562,Charter Oak Fire Insurance Company (The),7049712,29 11 2022,28 12 2022,Commercial,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Enter Arbitration,0,Closed,29
5563,"Anthem Health Plans, Inc",7011166,8 03 2021,22 03 2021,Individual,Exchange&ndash;Individual Health,PolicyHolder Service,Delays/No Response,Company Position Substantiated,Furnished Information,0,Closed,14
5565,Liberty Mutual Fire Insurance Company,7052701,16 03 2023,11 04 2023,Individual Private Passenger,Liability,Claim Handling,Diminished Value,Company Position Substantiated,Enter Arbitration,0,Closed,26
5568,GEICO Indemnity Company,7014114,19 02 2019,12 03 2019,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,21
5574,American Family Life Assurance Company of Columbus,7051694,14 02 2023,15 03 2023,Individual,Disability Income,Claim Handling,Contract Provision,Company Position Substantiated,Contract Provision,0,Closed,29
5575,"Anthem Health Plans, Inc",7044050,29 03 2022,19 04 2022,Group,Health Only,Claim Handling,Participating Provider Availability/Timely Access to Care,Company Position Substantiated,Company Position Upheld,0,Closed,21
5577,"Anthem Health Plans, Inc",7010591,26 02 2021,29 03 2021,Group,Health Only,Claim Handling,Claim Procedure,Company Position Substantiated,Justified,160,Closed,31
5579,"Anthem Health Plans, Inc",7010601,1 03 2021,16 03 2021,Individual,Medicare Advantage,Underwriting,No Subreason,Company Position Substantiated,Furnished Information,0,Closed,15
5581,"Anthem Health Plans, Inc",7010605,1 03 2021,12 03 2021,Individual,Exchange&ndash;Individual Health,Claim Handling,Eligibility of Provider,Company Position Substantiated,Justified,0,Closed,11
5584,"Oxford Health Plans (CT), Inc",7008765,26 03 2021,31 03 2021,Group,Health Only,Claim Handling,Participating Provider Availability/Timely Access to Care,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,5
5585,Cigna Health and Life Insurance Company,7011169,8 03 2021,22 03 2021,Group,Health Only,Claim Handling,Participating Provider Availability/Timely Access to Care,No Action Requested/Required,Company Position Upheld,0,Closed,14
5586,"Anthem Health Plans, Inc",7000655,18 02 2020,24 02 2020,Individual,Medicare Advantage,Underwriting,Cancellation,Company Position Substantiated,No Action Necessary,0,Closed,6
5588,GEICO General Insurance Company,7053061,30 03 2023,11 04 2023,Individual Private Passenger,Collision,Claim Handling,Claim Procedure,Company Position Substantiated,Enter Arbitration,0,Closed,12
5589,Cigna Health and Life Insurance Company,7052488,10 03 2023,15 03 2023,Group,A & H,Claim Handling,Medical Necessity,Company Position Substantiated,Company Position Upheld,0,Closed,5
5591,Lemonade Insurance Company,7049986,8 12 2022,29 12 2022,Pet Insurance,Liability,Claim Handling,Denial,Claim Settled,Claim Paid,51.52,Closed,21
5596,"Anthem Health Plans, Inc",7051653,14 02 2023,15 03 2023,A & H,A & H,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,2526.2,Closed,29
5600,"Anthem Health Plans, Inc",7011292,21 06 2021,10 12 2021,Individual,Dental,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Furnished Information,0,Closed,172
5601,Amica Mutual Insurance Company,7007016,11 01 2018,26 01 2018,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Subrogation,Company Position Substantiated,Company Position Upheld,0,Closed,15
5603,Utica First Insurance Company,7051479,7 02 2023,15 03 2023,Homeowners,Hazard,Claim Handling,Adjuster Handling,Company Position Overturned,Justified,3225.82,Closed,36
5606,Kemper Independence Insurance Company,7053021,29 03 2023,15 05 2023,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Company Position Upheld,0,Closed,47
5609,"Anthem Health Plans, Inc",7000684,21 02 2020,4 03 2020,Group,Health Only,Marketing & Sales,Misrepresentation,Company Position Substantiated,Furnished Information,0,Closed,12
5611,Philadelphia Indemnity Insurance Company,7049465,16 11 2022,29 12 2022,Dwelling Fire,Condo Association,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,43
5612,"Anthem Health Plans, Inc",7000711,24 02 2020,5 03 2020,Individual,Exchange&ndash;Individual Health,Claim Handling,Claim Procedure,Company Position Substantiated,Justified,190,Closed,10
5615,"ConnectiCare Insurance Company, Inc",7005532,19 01 2021,19 03 2021,Group,Health Only,Claim Handling,Participating Provider Availability/Timely Access to Care,Claim Settled,Company Position Upheld,7328,Closed,59
5616,"Anthem Health Plans, Inc",7000175,3 01 2020,17 01 2020,Individual,Exchange&ndash;Individual Health,Marketing & Sales,Misappropriation of Premium,Company Position Substantiated,Justified,0,Closed,14
5620,GEICO Indemnity Company,7005690,1 02 2018,15 02 2018,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Delay,Company Position Substantiated,Justified,0,Closed,14
5623,Progressive Casualty Insurance Company,7050091,13 12 2022,11 04 2023,Individual Private Passenger,Comprehensive,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,Enter Arbitration,0,Closed,119
5624,"Anthem Health Plans, Inc",7012098,6 11 2018,7 11 2018,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,No Action Necessary,0,Closed,1
5626,Progressive Direct Insurance Company,7052735,17 03 2023,11 04 2023,Individual Private Passenger,Comprehensive,Claim Handling,Adjuster Handling,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,25
5627,CSAA Affinity Insurance Company,7017082,27 07 2018,17 08 2018,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Delay,Compromised Settlement/Resolution,Company Position Upheld,0,Closed,21
5628,AmGUARD Insurance Company,7055316,23 06 2023,23 06 2023,Workers&squo; Compensation,Liability,Underwriting,Audit Dispute,Company Position Substantiated,Record Only,0,Closed,0
5629,Progressive Direct Insurance Company,7050522,5 01 2023,11 04 2023,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,Company Position Upheld,0,Closed,96
5631,"Anthem Health Plans, Inc",7011015,4 05 2021,20 05 2021,A & H,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Furnished Information,0,Closed,16
5633,Travelers Personal Insurance Company,7052730,17 03 2023,11 04 2023,Condo/Townhome,Hazard,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,25
5637,GEICO General Insurance Company,7053866,28 04 2023,15 05 2023,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,17
5641,"Anthem Health Plans, Inc",7052066,27 02 2023,15 03 2023,Group,Health Only,Claim Handling,Denial,Claim Settled,Claim Paid With Interest,547.88,Closed,16
5642,"National Union Fire Insurance Company of Pittsburgh, PA",7049255,8 11 2022,29 12 2022,Travel,Liability,Claim Handling,Claim Delays,Claim Settled,Justified,0,Closed,51
5643,"Anthem Health Plans, Inc",7011464,22 06 2021,28 03 2022,A & H,A & H,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Company Position Upheld,55654,Closed,279
5645,State Farm Mutual Automobile Insurance Company,7021053,24 04 2019,17 05 2019,Individual Private Passenger,Uninsured Motorists and/or Underinsured Motorists (UM/UIM),Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,23
5659,"ConnectiCare Insurance Company, Inc",7048688,17 10 2022,15 03 2023,Individual,Dental,Claim Handling,Claim Delays,Company Position Substantiated,Satisfactory Explanation,0,Closed,149
5665,Liberty Mutual Personal Insurance Company,7053801,27 04 2023,15 05 2023,Homeowners,Liability,Underwriting,Nonrenewal,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,18
5669,"Anthem Health Plans, Inc",7011750,16 03 2021,23 04 2021,A & H,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,Justified,2273.66,Closed,38
5674,Progressive Direct Insurance Company,7052867,23 03 2023,15 05 2023,Individual Private Passenger,Liability,Marketing & Sales,Not appointed with Company,Company Position Substantiated,Company Position Upheld,0,Closed,53
5675,"ConnectiCare Benefits, Inc.",7054603,25 05 2023,26 06 2023,A & H,Health Only,PolicyHolder Service,Credentialing Delay,Company Position Substantiated,Furnished Information,0,Closed,32
5678,Garrison Property and Casualty Insurance Company,7054611,25 05 2023,26 06 2023,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Company Position Substantiated,Justified,0,Closed,32
5681,Assurant Solutions,7044759,28 04 2022,26 06 2023,Inland Marine,Liability,Claim Handling,Claim Denial,Insufficient Information,Company Position Upheld,0,Closed,424
5683,"Anthem Health Plans, Inc",7051284,31 01 2023,15 03 2023,A & H,A & H,PolicyHolder Service,Credentialing Delay,Claim Reopened,Claim Paid,4385,Closed,43
5685,Bankers Life and Casualty Company,7051514,8 02 2023,15 03 2023,Individual,Long Term Care,Claim Handling,Contract Provision,Company Position Substantiated,Contract Provision,0,Closed,35
5689,Bankers Life and Casualty Company,7052107,27 02 2023,15 03 2023,Individual,Long Term Care,Marketing & Sales,Producer Handling,Company Position Substantiated,Furnished Information,218.77,Closed,16
5690,Progressive Direct Insurance Company,7052836,22 03 2023,11 04 2023,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,20
5694,New London County Mutual Insurance Company,7054706,30 05 2023,26 06 2023,Homeowners,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Corrective Action,0,Closed,27
5695,Allstate Fire and Casualty Insurance Company,7052253,4 03 2023,26 06 2023,Commercial,Liability,PolicyHolder Service,Premium/Notice,Company Position Substantiated,Satisfactory Explanation,0,Closed,114
5703,"ConnectiCare Benefits, Inc.",7051046,23 01 2023,15 03 2023,Individual,Health Only,PolicyHolder Service,Policy Service,Company Position Substantiated,Furnished Information,0,Closed,51
5704,Genworth Life Insurance Company,7051034,23 01 2023,15 05 2023,Individual,Long Term Care,Claim Handling,Claim Delays,Company Position Substantiated,Claim Paid,43306.25,Closed,112
5706,"ConnectiCare Insurance Company, Inc",7049175,4 11 2022,3 01 2023,A & H,Health Only,Claim Handling,Unsatisfactory Settlement,Compromised Settlement/Resolution,Claim Paid,11.74,Closed,60
5710,UnitedHealthcare Insurance Company,7050325,23 12 2022,3 01 2023,A & H,A & H,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Provider Issue,0,Closed,11
5711,"Anthem Health Plans, Inc",7050634,9 01 2023,15 03 2023,Group,A & H,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0,Closed,65
5713,"Anthem Health Plans, Inc",7044350,11 04 2022,30 11 2022,Group,A & H,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,0,Reopened,233
5716,"Anthem Health Plans, Inc",7005719,2 02 2018,23 03 2018,Group,Health Only,Claim Handling,Claim Procedure,Company Position Substantiated,Voluntary Reconsideration,490.47,Closed,49
